Year,SiteName,TripNo,MonthYear,SiteGrid,Species,AvgOfCover,AvgOfFL,AvgOfSeed,dead/alive
2010,Main Camp,123,Nov.10,MC4,Crotalaria cunninghamii,1,0,0,Alive
2010,Main Camp,123,Nov.10,MC4,Crotalaria eremaea,10,0,3,Alive
2010,Main Camp,123,Nov.10,MC4,Eragrostis eriopoda,1,2,2,Alive
2010,Main Camp,123,Nov.10,MC4,Eriachne aristidea,1,1.333333333,2.666666667,Alive
2010,Main Camp,123,Nov.10,MC4,Euphorbia drummondii,1,4.25,0.75,Alive
2010,Main Camp,123,Nov.10,MC4,Euphorbia tannensis,1,3.5,1.5,Alive
2010,Main Camp,123,Nov.10,MC4,Goodenia cycloptera,2,3.5,0.5,Alive
2010,Main Camp,123,Nov.10,MC4,Grevillea stenobotrya,2,1.25,0.25,Alive
2010,Main Camp,123,Nov.10,MC4,Haloragis gossei,1,4,3,Alive
2010,Main Camp,123,Nov.10,MC4,Mukia maderaspatanum,5,4,4,Alive
2010,Main Camp,123,Nov.10,MC4,Newcastelia spodiotricha,5,3,0,Alive
2010,Main Camp,123,Nov.10,MC4,Oldenlandia pterospora,1,0,3.333333333,Alive
2010,Main Camp,123,Nov.10,MC4,Othonna gregorii,3,4,2.5,Alive
2010,Main Camp,123,Nov.10,MC4,Paper daisy - species 1A,1,2,4,Alive
2010,Main Camp,123,Nov.10,MC4,Ptilotus polystachyus,3.166666667,3.333333333,1.166666667,Alive
2010,Main Camp,123,Nov.10,MC4,Salsola kali,1,0,0,Alive
2010,Main Camp,123,Nov.10,MC4,Scaveola depauperata,5,3.5,0,Alive
2010,Main Camp,123,Nov.10,MC4,Scaveola parviflora,1,4,0,Alive
2010,Main Camp,123,Nov.10,MC4,Senna pleurocarpa,1,0,0,Alive
2010,Main Camp,123,Nov.10,MC4,Sida fibulifera,5,3,0,Alive
2010,Main Camp,123,Nov.10,MC4,Trachymene glaucifolia,4.5,1.333333333,4.5,Alive
2010,Main Camp,123,Nov.10,MC4,Trianthema pilosa,1,0,0,Alive
2010,Main Camp,123,Nov.10,MC4,Trichodesma zeylanicum,3,2.25,0.5,Alive
2010,Main Camp,123,Nov.10,MC4,Triodia basedowii (alive),26.66666667,0.166666667,3.666666667,Alive
2010,Main Camp,123,Nov.10,MC4,Triumfetta winneckeana,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Aristida contorta,1,0,1,Alive
2011,Main Camp,124,Jun.11,MC1,Calandrinia balonensis,1.8,1.8,0.2,Alive
2011,Main Camp,124,Jun.11,MC1,Eremophila longifolia,30,0,3,Alive
2011,Main Camp,124,Jun.11,MC1,Eremophila macdonnellii,1,1,4,Alive
2011,Main Camp,124,Jun.11,MC1,Eriachne aristidea,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Eriucaulon - herb,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Euphorbia tannensis,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Evolvulus alsinoides,1,0.75,0,Alive
2011,Main Camp,124,Jun.11,MC1,Goodenia cycloptera,2,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Grevillea stenobotrya,2.333333333,0,0.333333333,Alive
2011,Main Camp,124,Jun.11,MC1,Mukia maderaspatanum,1,0,1,Alive
2011,Main Camp,124,Jun.11,MC1,narrow-leaf Sida,1,0,0.5,Alive
2011,Main Camp,124,Jun.11,MC1,Ptilotus polystachyus,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Salsola kali,1,2,0,Alive
2011,Main Camp,124,Jun.11,MC1,Scaveola depauperata,15,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Scaveola sp: 2011E. CD,5,0,0,Alive
2011,Main Camp,124,Jun.11,MC1,Sida fibulifera,10,1,1,Alive
2011,Main Camp,124,Jun.11,MC1,Trichodesma zeylanicum,1,2,1,Alive
2011,Main Camp,124,Jun.11,MC1,Triodia basedowii (alive),31.66666667,0,2,Alive
2011,Main Camp,124,Jun.11,MC10,Acacia dictyophleba,3,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Aristida contorta,1,0,0.5,Alive
2011,Main Camp,124,Jun.11,MC10,Calotis erinacea,10,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Crotalaria eremaea,5,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Eragrostis dielsii,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Eriachne aristidea,6.666666667,0.333333333,2,Alive
2011,Main Camp,124,Jun.11,MC10,Euphorbia drummondii,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Euphorbia tannensis,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Goodenia cycloptera,1,0.5,0,Alive
2011,Main Camp,124,Jun.11,MC10,Grevillea stenobotrya,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Lechenaultia divaricata,25,0,1,Alive
2011,Main Camp,124,Jun.11,MC10,Mukia maderaspatanum,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Newcastelia spodiotricha,5,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Ptilotus polystachyus,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Scaveola depauperata,6.166666667,0.333333333,0,Alive
2011,Main Camp,124,Jun.11,MC10,Sida fibulifera,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC10,Trichodesma zeylanicum,3,2,0,Alive
2011,Main Camp,124,Jun.11,MC10,Triodia basedowii (alive),28.33333333,0,2.666666667,Alive
2011,Main Camp,124,Jun.11,MC11,Aristida contorta,4.333333333,0.333333333,2.166666667,Alive
2011,Main Camp,124,Jun.11,MC11,Creeper 2011 C,5,1,0,Alive
2011,Main Camp,124,Jun.11,MC11,Crotalaria cunninghamii,7.5,3,0,Alive
2011,Main Camp,124,Jun.11,MC11,Crotalaria eremaea,5.25,2.25,0.25,Alive
2011,Main Camp,124,Jun.11,MC11,Enneapogon polyphyllus,5,0,1,Alive
2011,Main Camp,124,Jun.11,MC11,Eriachne aristidea,4.4,0,0.6,Alive
2011,Main Camp,124,Jun.11,MC11,Euphorbia drummondii,5,3,2,Alive
2011,Main Camp,124,Jun.11,MC11,Evolvulus alsinoides,5.333333333,1.666666667,0.333333333,Alive
2011,Main Camp,124,Jun.11,MC11,Goodenia cycloptera,2,1.75,0.25,Alive
2011,Main Camp,124,Jun.11,MC11,Grevillea stenobotrya,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC11,Herb 2011B,1,2,3,Alive
2011,Main Camp,124,Jun.11,MC11,narrow-leaf Sida,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC11,Oldenlandia pterospora,1,0,2,Alive
2011,Main Camp,124,Jun.11,MC11,Ptilotus polystachyus,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC11,Salsola kali,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC11,Sida fibulifera,7.5,1.5,0,Alive
2011,Main Camp,124,Jun.11,MC11,Tephrosea rosea,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC11,Trichodesma zeylanicum,5.6,2.2,0.2,Alive
2011,Main Camp,124,Jun.11,MC11,Triodia basedowii (alive),30,0,1.8,Alive
2011,Main Camp,124,Jun.11,MC11,Triumfetta winneckeana,5,1,5,Alive
2011,Main Camp,124,Jun.11,MC2,Aristida contorta,1.666666667,0.166666667,2.166666667,Alive
2011,Main Camp,124,Jun.11,MC2,Calandrinia balonensis,1.8,1.6,0.2,Alive
2011,Main Camp,124,Jun.11,MC2,Calotis erinacea,5.5,1,0,Alive
2011,Main Camp,124,Jun.11,MC2,Crotalaria cunninghamii,1,2,0,Alive
2011,Main Camp,124,Jun.11,MC2,Eremophila longifolia,3,0,0,Alive
2011,Main Camp,124,Jun.11,MC2,Eriachne aristidea,10,0,1,Alive
2011,Main Camp,124,Jun.11,MC2,Euphorbia drummondii,5.5,2,0.5,Alive
2011,Main Camp,124,Jun.11,MC2,Goodenia cycloptera,2.6,1.2,1.4,Alive
2011,Main Camp,124,Jun.11,MC2,Grevillea stenobotrya,11,0.5,0.333333333,Alive
2011,Main Camp,124,Jun.11,MC2,Herb 2011B,1,1,3,Alive
2011,Main Camp,124,Jun.11,MC2,Lechenaultia divaricata,3,0,1,Alive
2011,Main Camp,124,Jun.11,MC2,Oldenlandia pterospora,1,0,1,Alive
2011,Main Camp,124,Jun.11,MC2,Ptilotus polystachyus,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC2,Scaveola depauperata,5.5,0,0,Alive
2011,Main Camp,124,Jun.11,MC2,Sida fibulifera,3,0,0,Alive
2011,Main Camp,124,Jun.11,MC2,Trachymene glaucifolia,1,0,1,Alive
2011,Main Camp,124,Jun.11,MC2,Trailing creeper 2011 A,1,0,0,Alive
2011,Main Camp,124,Jun.11,MC2,Trailing creeper 2011 C,1,2,1,Alive
2011,Main Camp,124,Jun.11,MC2,Trichodesma zeylanicum,3,1.5,0,Alive
2011,Main Camp,124,Jun.11,MC2,Triodia basedowii (alive),28.33333333,0,1.666666667,Alive
2011,Main Camp,124,Jun.11,MC2,Upright blue - Herb 2011,1,4,0,Alive
2011,Main Camp,124,Jun.11,MC2,Yakirra australiensis,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC0,Aristida contorta,18.25,0.25,1.25,Alive
2011,Main Camp,126,Sep.11,MC0,Convolvulus erubescens,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC0,Crotalaria eremaea,5,1,3,Alive
2011,Main Camp,126,Sep.11,MC0,Eriachne aristidea,5,0,1,Alive
2011,Main Camp,126,Sep.11,MC0,Fimbristylis dichotoma,5,0,2,Alive
2011,Main Camp,126,Sep.11,MC0,Grevillea stenobotrya,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC0,Tribulus cistoides,1,0,3,Alive
2011,Main Camp,126,Sep.11,MC0,Triodia basedowii (alive),34,0.6,1.4,Alive
2011,Main Camp,126,Sep.11,MC0F,Acacia cambagei,50,0,0,Alive
2011,Main Camp,126,Sep.11,MC0F,Aristida contorta,8,0,0.5,Alive
2011,Main Camp,126,Sep.11,MC0F,Atriplex nummularia,10,0,0,Alive
2011,Main Camp,126,Sep.11,MC0F,Einadia nutans,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC0F,Eremophila macdonnellii,10,1,2,Alive
2011,Main Camp,126,Sep.11,MC0F,Newcastelia cephalantha,1,0,3,Alive
2011,Main Camp,126,Sep.11,MC0F,Pluchea tetranhera,1,0,2,Alive
2011,Main Camp,126,Sep.11,MC0F,Pterocaulon sphacelatum,4.5,0,3,Alive
2011,Main Camp,126,Sep.11,MC0F,Sclerolaena eriacantha,30,0,4,Alive
2011,Main Camp,126,Sep.11,MC0F,Sclerolaena muricata,1,0,3,Alive
2011,Main Camp,126,Sep.11,MC0F,Sida trichopoda,1,0,,Alive
2011,Main Camp,126,Sep.11,MC0F,Triodia basedowii (alive),25,0,1,Alive
2011,Main Camp,126,Sep.11,MC1,Aristida contorta,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC1,Calandrinia balonensis,1,2,1,Alive
2011,Main Camp,126,Sep.11,MC1,Convolvulus erubescens,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC1,Crotalaria eremaea,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC1,Eremophila longifolia,15,1,1,Alive
2011,Main Camp,126,Sep.11,MC1,Eriachne aristidea,5,0,0,Alive
2011,Main Camp,126,Sep.11,MC1,Goodenia cycloptera,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC1,Grevillea stenobotrya,10,0,1.5,Alive
2011,Main Camp,126,Sep.11,MC1,Pluchea tetranhera,5,5,0,Alive
2011,Main Camp,126,Sep.11,MC1,Pterocaulon sphacelatum,1,4,1,Alive
2011,Main Camp,126,Sep.11,MC1,Scaveola depauperata,15,1,1.5,Alive
2011,Main Camp,126,Sep.11,MC1,Sida fibulifera,20,1,1,Alive
2011,Main Camp,126,Sep.11,MC1,Sida trichopoda,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC1,Triodia basedowii (alive),35,0,0.833333333,Alive
2011,Main Camp,126,Sep.11,MC1G,Acacia cambagei,50,0,0,Alive
2011,Main Camp,126,Sep.11,MC1G,Aristida contorta,3,0,0.5,Alive
2011,Main Camp,126,Sep.11,MC1G,Einadia nutans,1,0,1,Alive
2011,Main Camp,126,Sep.11,MC1G,Eragrostis dielsii,20,0,1,Alive
2011,Main Camp,126,Sep.11,MC1G,Eriachne aristidea,5,0,1,Alive
2011,Main Camp,126,Sep.11,MC1G,Euphorbia drummondii,1,2,2,Alive
2011,Main Camp,126,Sep.11,MC1G,Marsilea drummondii,5,0,0,Alive
2011,Main Camp,126,Sep.11,MC1G,Pluchea tetranhera,1,0,3,Alive
2011,Main Camp,126,Sep.11,MC1G,Portulaca pilsoa,1,0,2,Alive
2011,Main Camp,126,Sep.11,MC1G,Pterocaulon sphacelatum,1,0,5,Alive
2011,Main Camp,126,Sep.11,MC1G,Salsola kali,1,0,5,Alive
2011,Main Camp,126,Sep.11,MC1G,Triodia basedowii (alive),22.5,0.5,1,Alive
2011,Main Camp,126,Sep.11,MC1G,Triraphis mollis,5,0,2,Alive
2011,Main Camp,126,Sep.11,MC1G,Unk spA 9-11 BT,5,0,0,Alive
2011,Main Camp,126,Sep.11,MC2,Aristida contorta,2,0,1,Alive
2011,Main Camp,126,Sep.11,MC2,Calandrinia balonensis,1,1.25,0.5,Alive
2011,Main Camp,126,Sep.11,MC2,Crotalaria eremaea,1,0,3,Alive
2011,Main Camp,126,Sep.11,MC2,Eriachne aristidea,5.5,0,1,Alive
2011,Main Camp,126,Sep.11,MC2,Euphorbia drummondii,5,2,2,Alive
2011,Main Camp,126,Sep.11,MC2,Goodenia cycloptera,1,0.5,1.75,Alive
2011,Main Camp,126,Sep.11,MC2,Grevillea stenobotrya,9.2,1.4,0,Alive
2011,Main Camp,126,Sep.11,MC2,narrow-leaf Sida,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2,Oldenlandia pterospora,1,0,2,Alive
2011,Main Camp,126,Sep.11,MC2,Scaveola depauperata,10,2,1.5,Alive
2011,Main Camp,126,Sep.11,MC2,Sida fibulifera,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2,Triodia basedowii (alive),33.33333333,0.5,1,Alive
2011,Main Camp,126,Sep.11,MC2F,Aristida contorta,5,0,1.333333333,Alive
2011,Main Camp,126,Sep.11,MC2F,Eragrostis dielsii,5,0,0,Alive
2011,Main Camp,126,Sep.11,MC2F,Eremophila macdonnellii,10,3,1,Alive
2011,Main Camp,126,Sep.11,MC2F,Eremophila obovata,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2F,Eriachne aristidea,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2F,narrow-leaf Sida,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2F,Pterocaulon sphacelatum,5,1,4,Alive
2011,Main Camp,126,Sep.11,MC2F,Sclerolaena cornishiana,3,0,4,Alive
2011,Main Camp,126,Sep.11,MC2F,Tribulus cistoides,5,0,3.5,Alive
2011,Main Camp,126,Sep.11,MC2F,Triodia basedowii (alive),10,0,0,Alive
2011,Main Camp,126,Sep.11,MC2F,Unk spA 09-11 BT,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2F,Unk spB 09-11 BT,1,4,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Acacia cambagei,35,0,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Aristida contorta,1,0,2,Alive
2011,Main Camp,126,Sep.11,MC2G,Atriplex nummularia,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Calandrinia balonensis,1,2,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Eragrostis dielsii,1,0,1,Alive
2011,Main Camp,126,Sep.11,MC2G,Eremophila macdonnellii,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Eremophila willsii,1,0,1,Alive
2011,Main Camp,126,Sep.11,MC2G,Marsilea drummondii,1,0,2,Alive
2011,Main Camp,126,Sep.11,MC2G,narrow-leaf Sida,1,1,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Pluchea tetranhera,3,3,2,Alive
2011,Main Camp,126,Sep.11,MC2G,Pterocaulon sphacelatum,10,4,1,Alive
2011,Main Camp,126,Sep.11,MC2G,Sclerolaena cornishiana,1,0,4,Alive
2011,Main Camp,126,Sep.11,MC2G,Tribulus cistoides,3,0.5,2.5,Alive
2011,Main Camp,126,Sep.11,MC2G,Unk spA 09-11 BT,10.5,0,0,Alive
2011,Main Camp,126,Sep.11,MC2G,Unk spB 09-11 BT,1,5,1,Alive
2011,Main Camp,126,Sep.11,MC4,Aristida contorta,2.6,0.8,0.6,Alive
2011,Main Camp,126,Sep.11,MC4,Crotalaria cunninghamii,5,3,3,Alive
2011,Main Camp,126,Sep.11,MC4,Crotalaria eremaea,5,1,4,Alive
2011,Main Camp,126,Sep.11,MC4,Eragrostis eriopoda,1,0,1.5,Alive
2011,Main Camp,126,Sep.11,MC4,Eriachne aristidea,3,0,0,Alive
2011,Main Camp,126,Sep.11,MC4,Euphorbia drummondii,1,4,1,Alive
2011,Main Camp,126,Sep.11,MC4,Goodenia cycloptera,1,0.5,0.5,Alive
2011,Main Camp,126,Sep.11,MC4,Grevillea stenobotrya,1,1.666666667,0,Alive
2011,Main Camp,126,Sep.11,MC4,Newcastelia spodiotricha,3,2.5,0,Alive
2011,Main Camp,126,Sep.11,MC4,Oldenlandia pterospora,1,0,1,Alive
2011,Main Camp,126,Sep.11,MC4,Portulaca spp,1,2,0,Alive
2011,Main Camp,126,Sep.11,MC4,Pterocaulon sphacelatum,1,5,0,Alive
2011,Main Camp,126,Sep.11,MC4,Scaveola depauperata,3,4,4,Alive
2011,Main Camp,126,Sep.11,MC4,Senna pleurocarpa,1,1,4,Alive
2011,Main Camp,126,Sep.11,MC4,Trichodesma zeylanicum,3,3.25,0,Alive
2011,Main Camp,126,Sep.11,MC4,Triodia basedowii (alive),32.5,1.333333333,0,Alive
2011,Main Camp,126,Sep.11,MC4,Triodia basedowii (dead),1,0,0,Alive
2011,Main Camp,126,Sep.11,MC4,Triumfetta winneckeana,5,0,4,Alive
2011,Main Camp,126,Sep.11,MC4F,Acacia cambagei,25,0,0,Alive
2011,Main Camp,126,Sep.11,MC4F,Aristida contorta,18.33333333,0,1,Alive
2011,Main Camp,126,Sep.11,MC4F,Atriplex nummularia,10,0,1,Alive
2011,Main Camp,126,Sep.11,MC4F,boerhavia sp,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC4F,Calandrinia balonensis,1,0,0,Alive
2011,Main Camp,126,Sep.11,MC4F,Eriachne aristidea,5,0,1,Alive
2011,Main Camp,126,Sep.11,MC4F,Euphorbia drummondii,1,2,2,Alive
2011,Main Camp,126,Sep.11,MC4F,Pterocaulon sphacelatum,1,1,3,Alive
2011,Main Camp,126,Sep.11,MC4F,Sclerolaena eriacantha,15,0,3.5,Alive
2011,Main Camp,126,Sep.11,MC4F,Sclerolaena spp,10.5,0,3.5,Alive
2011,Main Camp,126,Sep.11,MC4F,Sida trichopoda,5.5,0,0,Alive
2011,Main Camp,126,Sep.11,MC4F,Triodia basedowii (alive),12.5,0,0,Alive
2011,Main Camp,126,Sep.11,MC4F,Triraphis mollis,1,0,2,Alive
2011,Main Camp,126,Sep.11,MC4F,unk spA 09.11 BT,5,0,0,Alive
2011,Main Camp,126,Sep.11,MC4G,Acacia cambagei,32.5,0,0,Alive
2011,Main Camp,126,Sep.11,MC4G,Aristida contorta,7.5,0,1,Alive
2011,Main Camp,126,Sep.11,MC4G,Eremophila macdonnellii,10,2,1,Alive
2011,Main Camp,126,Sep.11,MC4G,Pterocaulon sphacelatum,10,1,3.333333333,Alive
2011,Main Camp,126,Sep.11,MC4G,Sclerolaena eriacantha,12.5,0,4,Alive
2011,Main Camp,126,Sep.11,MC4G,Sclerolaena spp,8.333333333,0,2,Alive
2011,Main Camp,126,Sep.11,MC4G,Triodia basedowii (alive),15,0,0.5,Alive
2011,Main Camp,126,Sep.11,MC4G,unk spA 09-11 BT,1,0,0,Alive
2011,Main Camp,126,Sep.11,MCC,Aristida contorta,2,0.25,0.5,Alive
2011,Main Camp,126,Sep.11,MCC,Calandrinia balonensis,1,0,0.333333333,Alive
2011,Main Camp,126,Sep.11,MCC,Crotalaria eremaea,10,0,5,Alive
2011,Main Camp,126,Sep.11,MCC,Eragrostis dielsii,1,0,0,Alive
2011,Main Camp,126,Sep.11,MCC,Eriachne aristidea,1,0.25,0.25,Alive
2011,Main Camp,126,Sep.11,MCC,Euphorbia drummondii,5.5,1.5,1.5,Alive
2011,Main Camp,126,Sep.11,MCC,Goodenia cycloptera,1,0,0,Alive
2011,Main Camp,126,Sep.11,MCC,Grevillea stenobotrya,5.333333333,3.333333333,0,Alive
2011,Main Camp,126,Sep.11,MCC,Lechenaultia divaricata,5,5,2,Alive
2011,Main Camp,126,Sep.11,MCC,Scaveola depauperata,10,3,2,Alive
2011,Main Camp,126,Sep.11,MCC,Sida fibulifera,7.5,0.5,0.5,Alive
2011,Main Camp,126,Sep.11,MCC,Tephrosea rosea,15,3,2,Alive
2011,Main Camp,126,Sep.11,MCC,Triodia basedowii (alive),20.16666667,0.5,0.833333333,Alive
2011,Main Camp,126,Sep.11,MCCF,Aristida contorta,5,0,1,Alive
2011,Main Camp,126,Sep.11,MCCF,Eragrostis dielsii,5,0,2,Alive
2011,Main Camp,126,Sep.11,MCCF,Euphorbia drummondii,1,1,1,Alive
2011,Main Camp,126,Sep.11,MCCF,narrow-leaf Sida,5.5,0.5,0,Alive
2011,Main Camp,126,Sep.11,MCCF,Sclerolaena cornishiana,11.66666667,0,5,Alive
2011,Main Camp,126,Sep.11,MCCF,Sclerolaena spp,7.4,0,3.8,Alive
2011,Main Camp,126,Sep.11,MCCF,Triodia basedowii (alive),12.5,0,0,Alive
2011,Main Camp,126,Sep.11,MCCF,unknown rat tail BT,15,0,1,Alive
2011,Main Camp,126,Sep.11,MCCF,Unknown Sp A 09-11 BT,10,0,0,Alive
2011,Main Camp,126,Sep.11,MCCG,Acacia cambagei,20,0,0,Alive
2011,Main Camp,126,Sep.11,MCCG,Aristida contorta,45,0.5,1,Alive
2011,Main Camp,126,Sep.11,MCCG,Atriplex spp,15,0,0,Alive
2011,Main Camp,126,Sep.11,MCCG,Boerhavia coccinea,1,0,0,Alive
2011,Main Camp,126,Sep.11,MCCG,Eragrostis dielsii,1,0,1,Alive
2011,Main Camp,126,Sep.11,MCCG,Eremophila obovata,1,0,0,Alive
2011,Main Camp,126,Sep.11,MCCG,Sclerolaena bicornis,1,0,4,Alive
2011,Main Camp,126,Sep.11,MCCG,Sclerolaena diacantha,5,0,5,Alive
2011,Main Camp,126,Sep.11,MCCG,Sclerolaena spp,5,0,4,Alive
2011,Main Camp,126,Sep.11,MCCG,Triodia basedowii (alive),10,0,0,Alive
2011,Main Camp,126,Sep.11,MCCG,Triraphis mollis,1,0,1,Alive
2011,Main Camp,126,Sep.11,MCCG,unknown rat tail BT,20,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Acacia dictyophleba,3,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Aristida contorta,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Crotalaria cunninghamii,1,0,2,Alive
2011,Main Camp,127,Nov.11,MC10,Crotalaria eremaea,5,1,2,Alive
2011,Main Camp,127,Nov.11,MC10,Dicrastylis costelloi,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Goodenia cycloptera,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Grevillea stenobotrya,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Lechenaultia divaricata,25,5,1,Alive
2011,Main Camp,127,Nov.11,MC10,Mukia maderaspatanum,1,0,2,Alive
2011,Main Camp,127,Nov.11,MC10,Newcastelia spodiotricha,5.5,5,0,Alive
2011,Main Camp,127,Nov.11,MC10,Scaveola depauperata,9.333333333,3,1,Alive
2011,Main Camp,127,Nov.11,MC10,Sida fibulifera,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC10,Trichodesma zeylanicum,2.333333333,1.666666667,0.333333333,Alive
2011,Main Camp,127,Nov.11,MC10,Triodia basedowii (alive),27.5,0,0,Alive
2011,Main Camp,127,Nov.11,MC11,Aristida contorta,3,0,1,Alive
2011,Main Camp,127,Nov.11,MC11,Crotalaria cunninghamii,7.5,0,2,Alive
2011,Main Camp,127,Nov.11,MC11,Crotalaria eremaea,7.75,2,1.75,Alive
2011,Main Camp,127,Nov.11,MC11,Euphorbia drummondii,1,2.5,3,Alive
2011,Main Camp,127,Nov.11,MC11,Evolvulus alsinoides,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC11,Goodenia cycloptera,1,0,0.5,Alive
2011,Main Camp,127,Nov.11,MC11,narrow-leaf Sida,1,0,0,Alive
2011,Main Camp,127,Nov.11,MC11,Oldenlandia pterospora,1,0,2,Alive
2011,Main Camp,127,Nov.11,MC11,Sida fibulifera,10,0,0,Alive
2011,Main Camp,127,Nov.11,MC11,Tephrosea rosea,1,2,0,Alive
2011,Main Camp,127,Nov.11,MC11,Trichodesma zeylanicum,4.5,0.25,2.75,Alive
2011,Main Camp,127,Nov.11,MC11,Triodia basedowii (alive),31,0,0,Alive
2011,Main Camp,127,Nov.11,MC11,Triumfetta winneckeana,10,0,5,Alive
2012,Main Camp,128,Apr.12,,Unknown herb,1,1,0,Alive
2012,Main Camp,128,Apr.12,MC1,Aristida spp.,2,3.5,1.5,Alive
2012,Main Camp,128,Apr.12,MC1,Crotalaria eremaea,1,0,0,Alive
2012,Main Camp,128,Apr.12,MC1,Eremophila longifolia,25,1,3,Alive
2012,Main Camp,128,Apr.12,MC1,Eriachne aristidea,1,2,3,Alive
2012,Main Camp,128,Apr.12,MC1,Euphorbia drummondii,1,2.666666667,0.333333333,Alive
2012,Main Camp,128,Apr.12,MC1,Euphorbia tannensis,1,0,0,Alive
2012,Main Camp,128,Apr.12,MC1,Evolvulus alsinoides,3.666666667,0.333333333,0,Alive
2012,Main Camp,128,Apr.12,MC1,Goodenia cycloptera,1,1.5,0,Alive
2012,Main Camp,128,Apr.12,MC1,narrow-leaf Sida,1,0,0,Alive
2012,Main Camp,128,Apr.12,MC1,Oldenlandia pterospora,1,4,0,Alive
2012,Main Camp,128,Apr.12,MC1,Paractaenum refractum,1,2,5,Alive
2012,Main Camp,128,Apr.12,MC1,Pluchia rubiflora,4,0,0,Alive
2012,Main Camp,128,Apr.12,MC1,Ptilotus polystachyus,3,2,0,Alive
2012,Main Camp,128,Apr.12,MC1,Scaveola depauperata,10,3.5,0,Alive
2012,Main Camp,128,Apr.12,MC1,Scaveola parvibarbata,1,0,0,Alive
2012,Main Camp,128,Apr.12,MC1,Sida fibulifera,15,2,0,Alive
2012,Main Camp,128,Apr.12,MC1,Tephrosea rosea,1,1,0,Alive
2012,Main Camp,128,Apr.12,MC1,Trachymene glaucifolia,1,0,0,Alive
2012,Main Camp,128,Apr.12,MC1,Trianthema pilosa,1,4,0,Alive
2012,Main Camp,128,Apr.12,MC1,Tribulus terrestris,5,1,0,Alive
2012,Main Camp,128,Apr.12,MC1,Triodia basedowii (alive),16.66666667,3.333333333,0.166666667,Alive
2012,Main Camp,128,Apr.12,MC1,Triodia basedowii (dead),6.5,,,
2012,Main Camp,128,Apr.12,MC1,Unknown herb,,,,Alive
2012,Main Camp,128,Apr.12,MC1,Yakirra australiensis,1,0,2,Alive
2012,Main Camp,128,Apr.12,MC2,Adriana spp.,1,0,0,Alive
2012,Main Camp,128,Apr.12,MC2,Calandrinia balonensis,1,1,0,Alive
